Treated,ClosestParty,strongPARTISAN,ControlScenario_1,ControlScenario_2,ControlScenario_3,TreatmentScenario _1,TreatmentScenario _2,TreatmentScenario _3,RepublicanAffect_1,RepublicanAffect_2,RepublicanAffect_3,RepublicanAffect_4,DemocraticAffect_1,DemocraticAffect_2,DemocraticAffect_3,DemocraticAffect_4,RepublicanIdentity_1,RepublicanIdentity_2,RepublicanIdentity_3,RepublicanIdentity_4,DemocraticIdentity_1,DemocraticIdentity_2,DemocraticIdentity_3,DemocraticIdentity_4,gender,college_stats,year,US,InPartyAffect_1,InPartyAffect_2,InPartyAffect_3,InPartyAffect_4,InPartyAffect_avg,OutPartyAffect_1,OutPartyAffect_2,OutPartyAffect_3,OutPartyAffect_4,OutPartyAffect_avg,InPartyIdentity_1,InPartyIdentity_2,InPartyIdentity_3,InPartyIdentity_4,InPartyIdentity_avg,OutPartyIdentity_1,OutPartyIdentity_2,OutPartyIdentity_3,OutPartyIdentity_4,OutPartyIdentity_avg,AffectDiff_1,AffectDiff_2,AffectDiff_3,AffectDiff_4,AffectDiff_avg,IdentityDiff_1,IdentityDiff_2,IdentityDiff_3,IdentityDiff_4,IdentityDiff_avg
FALSE,the Democratic Party,TRUE,Trees,Cars,Single-family homes,NA,NA,NA,3,3,4,2,6,6,5,7,3,4,3,5,6,6,5,5,Woman,TRUE,4,TRUE,6,6,5,7,6,3,3,4,2,3,6,6,5,5,5.5,3,4,3,5,3.75,3,3,1,5,3,3,2,2,0,1.75
FALSE,the Democratic Party,FALSE,Brown brick buildings,Steel bridge with people walking on it,White two story homes lining the streets,NA,NA,NA,2,2,1,2,6,5,4,6,2,3,2,4,6,6,5,5,NA,NA,NA,NA,6,5,4,6,5.25,2,2,1,2,1.75,6,6,5,5,5.5,2,3,2,4,2.75,4,3,3,4,3.5,4,3,3,1,2.75
FALSE,the Democratic Party,TRUE,trees,grass,river,NA,NA,NA,3,3,3,5,5,5,5,5,3,3,3,3,6,5,4,5,Woman,FALSE,2,TRUE,5,5,5,5,5,3,3,3,5,3.5,6,5,4,5,5,3,3,3,3,3,2,2,2,0,1.5,3,2,1,2,2
TRUE,the Democratic Party,FALSE,NA,NA,NA,their day,their occupation,the weather,2,2,2,2,6,6,5,5,3,4,4,3,6,5,4,4,NA,NA,NA,NA,6,6,5,5,5.5,2,2,2,2,2,6,5,4,4,4.75,3,4,4,3,3.5,4,4,3,3,3.5,3,1,0,1,1.25
TRUE,the Democratic Party,FALSE,NA,NA,NA,weather,cheeseburger,transportation,4,4,4,4,5,5,5,4,2,4,1,3,5,5,4,5,Man,FALSE,2,TRUE,5,5,5,4,4.75,4,4,4,4,4,5,5,4,5,4.75,2,4,1,3,2.5,1,1,1,0,0.75,3,1,3,2,2.25
FALSE,the Democratic Party,TRUE,foliage,other cars,houses,NA,NA,NA,2,3,1,1,5,6,4,3,3,3,3,3,7,6,5,5,Woman,TRUE,3,TRUE,5,6,4,3,4.5,2,3,1,1,1.75,7,6,5,5,5.75,3,3,3,3,3,3,3,3,2,2.75,4,3,2,2,2.75
FALSE,the Republican Party,FALSE,Trees,Leafs,Cars,NA,NA,NA,7,5,5,5,5,4,6,5,3,5,3,4,3,5,3,4,Man,FALSE,3,TRUE,7,5,5,5,5.5,5,4,6,5,5,3,5,3,4,3.75,3,5,3,4,3.75,2,1,-1,0,0.5,0,0,0,0,0
TRUE,the Democratic Party,FALSE,NA,NA,NA,Something that happened on the train/the train station,Talking about the news/something we saw on TV recently,Talk about our interests. Which may lead to a conversation on politics but I would expect it to not turn to debate or for us to try and find things we could agree on.,3,3,3,3,5,6,5,5,3,3,4,2,5,5,5,6,NA,NA,NA,NA,5,6,5,5,5.25,3,3,3,3,3,5,5,5,6,5.25,3,3,4,2,3,2,3,2,2,2.25,2,2,1,4,2.25
FALSE,the Democratic Party,FALSE,A marshy coastal ecosystem with reeds and perhaps a heron,Cottages with wooden thatched exterior,A marina with small fishing boats,NA,NA,NA,5,5,5,3,3,3,3,2,2,3,5,2,5,5,1,6,Woman,FALSE,4,FALSE,3,3,3,2,2.75,5,5,5,3,4.5,5,5,1,6,4.25,2,3,5,2,3,-2,-2,-2,-1,-1.75,3,2,-4,4,1.25
TRUE,the Democratic Party,FALSE,NA,NA,NA,Immigration,Trump,Race,3,2,2,2,5,6,5,6,3,2,2,2,5,5,3,6,Woman,TRUE,4,TRUE,5,6,5,6,5.5,3,2,2,2,2.25,5,5,3,6,4.75,3,2,2,2,2.25,2,4,3,4,3.25,2,3,1,4,2.5
TRUE,the Democratic Party,FALSE,NA,NA,NA,Trump vs Harvard,Immigration,Midterm Elections,5,5,4,4,6,6,5,5,3,5,3,4,7,6,4,5,Woman,TRUE,4,FALSE,6,6,5,5,5.5,5,5,4,4,4.5,7,6,4,5,5.5,3,5,3,4,3.75,1,1,1,1,1,4,1,1,1,1.75
FALSE,the Democratic Party,FALSE,Trees where the leaves are changing color,Colorful houses,Green meadows/openings,NA,NA,NA,5,5,3,3,3,5,3,3,4,5,5,5,3,4,3,4,Woman,FALSE,1,TRUE,3,5,3,3,3.5,5,5,3,3,4,3,4,3,4,3.5,4,5,5,5,4.75,-2,0,0,0,-0.5,-1,-1,-2,-1,-1.25
FALSE,the Democratic Party,FALSE,Beautiful sunset among hills and knolls filled with lush greenery,Beautiful city skyline near a waterbody,Bustling strees with different events happening,NA,NA,NA,5,3,4,4,5,6,5,5,2,4,3,3,6,4,6,6,NA,NA,NA,NA,5,6,5,5,5.25,5,3,4,4,4,6,4,6,6,5.5,2,4,3,3,3,0,3,1,1,1.25,4,0,3,3,2.5
FALSE,the Democratic Party,FALSE,fall leaves,brick buildings,the Charles River,NA,NA,NA,2,2,2,2,6,6,5,6,1,3,2,3,2,6,4,6,NA,NA,NA,NA,6,6,5,6,5.75,2,2,2,2,2,2,6,4,6,4.5,1,3,2,3,2.25,4,4,3,4,3.75,1,3,2,3,2.25
TRUE,the Democratic Party,FALSE,NA,NA,NA,interests,travel,news (political or otherwise),5,5,5,5,4,6,5,5,4,6,5,6,5,5,4,5,Man,TRUE,2,FALSE,4,6,5,5,5,5,5,5,5,5,5,5,4,5,4.75,4,6,5,6,5.25,-1,1,0,0,0,1,-1,-1,-1,-0.5
FALSE,the Democratic Party,FALSE,Beautiful flowers in a garden we pass by,a couple getting married walking on the sidewalk amongst people,someone walking their dog in a park peacefully,NA,NA,NA,2,4,3,3,6,5,5,6,2,4,3,3,5,6,4,5,NA,NA,NA,NA,6,5,5,6,5.5,2,4,3,3,3,5,6,4,5,5,2,4,3,3,3,4,1,2,3,2.5,3,2,1,2,2
TRUE,the Democratic Party,TRUE,NA,NA,NA,I would argue that Trump is corrupt and they would likely argue that there is corruption on both sides. To which I would argue that corruption in the Presidency is unique in impact and severity.,I would then want to discuss the support over Trump's deploying of the National Guard into blue cities.,I'm sure we would discuss immigration. I would argue that I.C.E. has overreached their authority and limits – with my biggest concern being instances where the 5th Amendment's Due Process Clause has not been upheld.,3,5,4,2,5,5,7,7,3,1,1,1,4,6,5,7,Man,FALSE,1,TRUE,5,5,7,7,6,3,5,4,2,3.5,4,6,5,7,5.5,3,1,1,1,1.5,2,0,3,5,2.5,1,5,4,6,4
TRUE,the Republican Party,FALSE,NA,NA,NA,Where they are from / their upbringing.,Their school experience / educational journey.,Career path and interests.,4,4,4,6,5,5,3,4,3,7,4,3,7,4,4,5,Man,TRUE,3,TRUE,4,4,4,6,4.5,5,5,3,4,4.25,3,7,4,3,4.25,7,4,4,5,5,-1,-1,1,2,0.25,-4,3,0,-2,-0.75
FALSE,the Democratic Party,FALSE,read and orange leaves scattered on the ground,rivers and lakes with water sparkling in the sunlight,small business and stores spread along the way.,NA,NA,NA,3,2,4,4,6,6,5,5,3,6,3,4,7,5,4,6,Woman,FALSE,1,FALSE,6,6,5,5,5.5,3,2,4,4,3.25,7,5,4,6,5.5,3,6,3,4,4,3,4,1,1,2.25,4,-1,1,2,1.5
TRUE,the Democratic Party,FALSE,NA,NA,NA,"Where they're from, what they do for work, etc.",What type of shows/media they consume,What they think about parenting/their parenting style,2,4,4,4,3,5,4,4,3,6,4,3,3,3,3,5,NA,NA,NA,NA,3,5,4,4,4,2,4,4,4,3.5,3,3,3,5,3.5,3,6,4,3,4,1,1,0,0,0.5,0,-3,-1,2,-0.5
FALSE,the Democratic Party,FALSE,Trees along the sidewalk,Grey cloudy sky,Cars on the other side of the road,NA,NA,NA,3,3,3,3,5,5,4,5,3,3,3,3,4,5,4,5,Woman,FALSE,1,FALSE,5,5,4,5,4.75,3,3,3,3,3,4,5,4,5,4.5,3,3,3,3,3,2,2,1,2,1.75,1,2,1,2,1.5
FALSE,the Democratic Party,TRUE,Individual household dwellings,Boats,Dense forest,NA,NA,NA,3,3,3,2,7,7,6,7,2,3,3,4,7,5,4,4,Man,FALSE,4,TRUE,7,7,6,7,6.75,3,3,3,2,2.75,7,5,4,4,5,2,3,3,4,3,4,4,3,5,4,5,2,1,0,2
FALSE,the Democratic Party,FALSE,open fields,blue sky,flowers,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,5,3,3,3,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,5,3,3,3,3.5,4,4,4,4,4,0,0,0,0,0,1,-1,-1,-1,-0.5
TRUE,the Democratic Party,FALSE,NA,NA,NA,I think we would start by talking about the weather.,The economy seems to be on everyone's minds; I feel like the conversation would pivot here eventually.,"Most of the conversation would not be centered around politics, I believe. We would probably talk about our lives, school and work, our families, etc.",2,2,2,2,7,7,7,7,2,6,5,5,6,7,6,7,NA,NA,NA,NA,7,7,7,7,7,2,2,2,2,2,6,7,6,7,6.5,2,6,5,5,4.5,5,5,5,5,5,4,1,1,2,2
FALSE,the Democratic Party,TRUE,Leaves,Water,New England Style Churches,NA,NA,NA,2,2,2,1,6,5,5,6,1,3,2,3,5,5,4,4,Man,FALSE,2,TRUE,6,5,5,6,5.5,2,2,2,1,1.75,5,5,4,4,4.5,1,3,2,3,2.25,4,3,3,5,3.75,4,2,2,1,2.25
FALSE,the Democratic Party,TRUE,Bikers,Highway signs,Trees,NA,NA,NA,NA,NA,NA,NA,7,5,6,6,3,4,3,3,5,5,4,5,Man,TRUE,2,TRUE,7,5,6,6,6,NA,NA,NA,NA,NA,5,5,4,5,4.75,3,4,3,3,3.25,NA,NA,NA,NA,NA,2,1,1,2,1.5
TRUE,the Democratic Party,FALSE,NA,NA,NA,Trump,Immigration policies,Racism in america,2,4,2,4,4,4,4,4,2,3,3,3,4,4,4,4,NA,NA,NA,NA,4,4,4,4,4,2,4,2,4,3,4,4,4,4,4,2,3,3,3,2.75,2,0,2,0,1,2,1,1,1,1.25
FALSE,the Democratic Party,FALSE,Golden Trees,Squirrels,Leaves on the ground,NA,NA,NA,4,4,2,4,5,4,2,5,3,4,4,4,4,4,4,4,Woman,FALSE,3,FALSE,5,4,2,5,4,4,4,2,4,3.5,4,4,4,4,4,3,4,4,4,3.75,1,0,0,1,0.5,1,0,0,0,0.25
FALSE,the Democratic Party,FALSE,Bus driver,Trees,"Cars
Car",NA,NA,NA,3,3,3,3,4,4,4,3,2,5,5,4,5,4,4,4,NA,NA,NA,NA,4,4,4,3,3.75,3,3,3,3,3,5,4,4,4,4.25,2,5,5,4,4,1,1,1,0,0.75,3,-1,-1,0,0.25
